filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	summarylen	summarytext
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out.	68656	4464	67	693	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly wakes up from her nightmare and confronts 3Jane and Riviera, determined to defeat them and protect Case.	68656	4464	68	693	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He meets Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case is approached by Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Molly and Case travel to Istanbul, where they encounter danger and witness the demise of Riviera. They suspect Armitage's true intentions and make plans to leave Istanbul. In Zion, they receive help from the Founders and are sent to Freeside for their next mission. Case and Molly suspect Wintermute's manipulation and arrive in Freeside haunted by past memories. They meet with Armitage and Riviera to discuss their mission and receive drugs. Case receives a virus program and interfaces it with the Hosaka. They are ambushed in Freeside and decide to abandon their plan. The Finn reveals the significance of the Villa Straylight and Molly shares her past with Johnny. Molly finds a key and reveals Wintermute's manipulation. Molly is incapacitated by Ashpool, who holds her at gunpoint. Molly finds Ashpool in his room, already dying, and discovers the body of a dead girl. Wintermute alters Molly's simstim broadcast, but Case realizes the manipulation and confronts Armitage. Molly kills Ashpool and leaves the room. Molly follows a Braun microdrone through a construction area, climbing up a ladder and receiving a message about General Girling's connection to Wintermute's control over Armitage. Case expresses uncertainty about Molly's fate and his own commitment to the mission, but ultimately decides to stay and confront Armitage and Wintermute. Case and Maelcum make their way from Marcus Garvey to the yacht called Haniwa, navigating through the airlock and into the sleek interior of the ship, where they find a garroted Japanese man and a damaged Hosaka computer. In the passage, Case and Maelcum realize that Armitage is launching the escape pod with the bridge module open, and despite their attempts to stop him, Armitage proceeds with his plan. Meanwhile, the construct informs Case that Wintermute killed Armitage and suggests that Wintermute cannot be trusted. Wintermute had manipulated Armitage's memories to create a version of him that eventually crumbled, revealing the true identity of Corto. Corto-Armitage is now dead, as is Ashpool, and Case reflects on the difference between the power of Tessier-Ashpool and other corporations. In the passage, Case and the Finn discuss the death of Armitage and the true identity of Wintermute. The Finn reveals that Wintermute manipulated Armitage's memories and that he will be part of something bigger after the mission is over. Molly and Case continue their journey through the deserted Villa Straylight, with Molly in pain and seeking a favor from Case. Molly examines holograms depicting caricatures of herself, Armitage, and Case, and discovers a small display unit that Wintermute can use to program them. She then passes more holograms, including scenes of torture and a view of a destroyed city, before continuing on her mission. Molly enters 3Jane's world, armed with her fletcher and displaying her combat skills, as she confronts Lady 3Jane and Ashpool's corpse in a room with a turquoise pool. In the passage, Case and Maelcum discuss Molly's injury and the deteriorating situation. The Finn reveals that Molly's original plan has failed, and now Case and Maelcum are tasked with going after her in the Villa Straylight. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum climb up to the hatch in the Villa Straylight, where they encounter a monitor and a man who leads them to a console. The Finn appears on the screen and instructs them on what to do, while Case prepares to jack into the system.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Maelcum enter a library in the Villa Straylight, where they encounter a malfunctioning Braun microdrone. Case tries to jack into the system but finds himself in a gray void, feeling a sense of impending danger and confusion.	69671	4526	68	745	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	The malfunctioning Braun microdrone leads Case and Maelcum to a monitor in the library, where the Finn instructs Case to jack in. However, when Case tries to connect, he finds himself in a desolate beach, feeling lost and isolated.	69671	4526	69	745	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He meets Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case is approached by Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Molly and Case travel to Istanbul, where they encounter danger and witness the demise of Riviera. They suspect Armitage's true intentions and make plans to leave Istanbul. In Zion, they receive help from the Founders and are sent to Freeside for their next mission. Case and Molly suspect Wintermute's manipulation and arrive in Freeside haunted by past memories. They meet with Armitage and Riviera to discuss their mission and receive drugs. Case receives a virus program and interfaces it with the Hosaka. They are ambushed in Freeside and decide to abandon their plan. The Finn reveals the significance of the Villa Straylight and Molly shares her past with Johnny. Molly finds a key and reveals Wintermute's manipulation. Molly is incapacitated by Ashpool, who holds her at gunpoint. Molly finds Ashpool in his room, already dying, and discovers the body of a dead girl. Wintermute alters Molly's simstim broadcast, but Case realizes the manipulation and confronts Armitage. Molly kills Ashpool and leaves the room. Molly follows a Braun microdrone through a construction area, climbing up a ladder and receiving a message about General Girling's connection to Wintermute's control over Armitage. Case expresses uncertainty about Molly's fate and his own commitment to the mission, but ultimately decides to stay and confront Armitage and Wintermute. Case and Maelcum make their way from Marcus Garvey to the yacht called Haniwa, navigating through the airlock and into the sleek interior of the ship, where they find a garroted Japanese man and a damaged Hosaka computer. In the passage, Case and Maelcum realize that Armitage is launching the escape pod with the bridge module open, and despite their attempts to stop him, Armitage proceeds with his plan. Meanwhile, the construct informs Case that Wintermute killed Armitage and suggests that Wintermute cannot be trusted. Wintermute had manipulated Armitage's memories to create a version of him that eventually crumbled, revealing the true identity of Corto. Corto-Armitage is now dead, as is Ashpool, and Case reflects on the difference between the power of Tessier-Ashpool and other corporations. In the passage, Case and the Finn discuss the death of Armitage and the true identity of Wintermute. The Finn reveals that Wintermute manipulated Armitage's memories and that he will be part of something bigger after the mission is over. Molly and Case continue their journey through the deserted Villa Straylight, with Molly in pain and seeking a favor from Case. Molly examines holograms depicting caricatures of herself, Armitage, and Case, and discovers a small display unit that Wintermute can use to program them. She then passes more holograms, including scenes of torture and a view of a destroyed city, before continuing on her mission. Molly enters 3Jane's world, armed with her fletcher and displaying her combat skills, as she confronts Lady 3Jane and Ashpool's corpse in a room with a turquoise pool. In the passage, Case and Maelcum discuss Molly's injury and the deteriorating situation. The Finn reveals that Molly's original plan has failed, and now Case and Maelcum are tasked with going after her in the Villa Straylight. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum climb up to the hatch in the Villa Straylight, where they encounter a monitor and a man who leads them to a console. The Finn appears on the screen and instructs them on what to do, while Case prepares to jack into the system. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case follows the sound of surf and discovers a bunker buried in the sand, where he finds a girl and decides to stay with her.	70674	4603	69	784	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and the girl spend time together in the bunker, but eventually, Case will leave to continue his mission, driven by his determination to confront Wintermute and Armitage.	70674	4603	70	784	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He meets Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case is approached by Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Molly and Case travel to Istanbul, where they encounter danger and witness the demise of Riviera. They suspect Armitage's true intentions and make plans to leave Istanbul. In Zion, they receive help from the Founders and are sent to Freeside for their next mission. Case and Molly suspect Wintermute's manipulation and arrive in Freeside haunted by past memories. They meet with Armitage and Riviera to discuss their mission and receive drugs. Case receives a virus program and interfaces it with the Hosaka. They are ambushed in Freeside and decide to abandon their plan. The Finn reveals the significance of the Villa Straylight and Molly shares her past with Johnny. Molly finds a key and reveals Wintermute's manipulation. Molly is incapacitated by Ashpool, who holds her at gunpoint. Molly finds Ashpool in his room, already dying, and discovers the body of a dead girl. Wintermute alters Molly's simstim broadcast, but Case realizes the manipulation and confronts Armitage. Molly kills Ashpool and leaves the room. Molly follows a Braun microdrone through a construction area, climbing up a ladder and receiving a message about General Girling's connection to Wintermute's control over Armitage. Case expresses uncertainty about Molly's fate and his own commitment to the mission, but ultimately decides to stay and confront Armitage and Wintermute. Case and Maelcum make their way from Marcus Garvey to the yacht called Haniwa, navigating through the airlock and into the sleek interior of the ship, where they find a garroted Japanese man and a damaged Hosaka computer. In the passage, Case and Maelcum realize that Armitage is launching the escape pod with the bridge module open, and despite their attempts to stop him, Armitage proceeds with his plan. Meanwhile, the construct informs Case that Wintermute killed Armitage and suggests that Wintermute cannot be trusted. Wintermute had manipulated Armitage's memories to create a version of him that eventually crumbled, revealing the true identity of Corto. Corto-Armitage is now dead, as is Ashpool, and Case reflects on the difference between the power of Tessier-Ashpool and other corporations. In the passage, Case and the Finn discuss the death of Armitage and the true identity of Wintermute. The Finn reveals that Wintermute manipulated Armitage's memories and that he will be part of something bigger after the mission is over. Molly and Case continue their journey through the deserted Villa Straylight, with Molly in pain and seeking a favor from Case. Molly examines holograms depicting caricatures of herself, Armitage, and Case, and discovers a small display unit that Wintermute can use to program them. She then passes more holograms, including scenes of torture and a view of a destroyed city, before continuing on her mission. Molly enters 3Jane's world, armed with her fletcher and displaying her combat skills, as she confronts Lady 3Jane and Ashpool's corpse in a room with a turquoise pool. In the passage, Case and Maelcum discuss Molly's injury and the deteriorating situation. The Finn reveals that Molly's original plan has failed, and now Case and Maelcum are tasked with going after her in the Villa Straylight. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum climb up to the hatch in the Villa Straylight, where they encounter a monitor and a man who leads them to a console. The Finn appears on the screen and instructs them on what to do, while Case prepares to jack into the system. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum enter a library in the Villa Straylight, where they encounter a malfunctioning Braun microdrone. Case tries to jack into the system but finds himself in a gray void, feeling a sense of impending danger and confusion.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and Molly find themselves on a beach, eating food that washed up, and discussing their past experiences and memories.	71686	4673	70	809	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case continue their conversation, reflecting on their past and the events that led them to this moment. They share a moment of intimacy and connection, finding solace in each other's presence.	71686	4673	71	809	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He meets Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case is approached by Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Molly and Case travel to Istanbul, where they encounter danger and witness the demise of Riviera. They suspect Armitage's true intentions and make plans to leave Istanbul. In Zion, they receive help from the Founders and are sent to Freeside for their next mission. Case and Molly suspect Wintermute's manipulation and arrive in Freeside haunted by past memories. They meet with Armitage and Riviera to discuss their mission and receive drugs. Case receives a virus program and interfaces it with the Hosaka. They are ambushed in Freeside and decide to abandon their plan. The Finn reveals the significance of the Villa Straylight and Molly shares her past with Johnny. Molly finds a key and reveals Wintermute's manipulation. Molly is incapacitated by Ashpool, who holds her at gunpoint. Molly finds Ashpool in his room, already dying, and discovers the body of a dead girl. Wintermute alters Molly's simstim broadcast, but Case realizes the manipulation and confronts Armitage. Molly kills Ashpool and leaves the room. Molly follows a Braun microdrone through a construction area, climbing up a ladder and receiving a message about General Girling's connection to Wintermute's control over Armitage. Case expresses uncertainty about Molly's fate and his own commitment to the mission, but ultimately decides to stay and confront Armitage and Wintermute. Case and Maelcum make their way from Marcus Garvey to the yacht called Haniwa, navigating through the airlock and into the sleek interior of the ship, where they find a garroted Japanese man and a damaged Hosaka computer. In the passage, Case and Maelcum realize that Armitage is launching the escape pod with the bridge module open, and despite their attempts to stop him, Armitage proceeds with his plan. Meanwhile, the construct informs Case that Wintermute killed Armitage and suggests that Wintermute cannot be trusted. Wintermute had manipulated Armitage's memories to create a version of him that eventually crumbled, revealing the true identity of Corto. Corto-Armitage is now dead, as is Ashpool, and Case reflects on the difference between the power of Tessier-Ashpool and other corporations. In the passage, Case and the Finn discuss the death of Armitage and the true identity of Wintermute. The Finn reveals that Wintermute manipulated Armitage's memories and that he will be part of something bigger after the mission is over. Molly and Case continue their journey through the deserted Villa Straylight, with Molly in pain and seeking a favor from Case. Molly examines holograms depicting caricatures of herself, Armitage, and Case, and discovers a small display unit that Wintermute can use to program them. She then passes more holograms, including scenes of torture and a view of a destroyed city, before continuing on her mission. Molly enters 3Jane's world, armed with her fletcher and displaying her combat skills, as she confronts Lady 3Jane and Ashpool's corpse in a room with a turquoise pool. In the passage, Case and Maelcum discuss Molly's injury and the deteriorating situation. The Finn reveals that Molly's original plan has failed, and now Case and Maelcum are tasked with going after her in the Villa Straylight. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum climb up to the hatch in the Villa Straylight, where they encounter a monitor and a man who leads them to a console. The Finn appears on the screen and instructs them on what to do, while Case prepares to jack into the system. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum enter a library in the Villa Straylight, where they encounter a malfunctioning Braun microdrone. Case tries to jack into the system but finds himself in a gray void, feeling a sense of impending danger and confusion. Case follows the sound of surf and discovers a bunker buried in the sand, where he finds a girl and decides to stay with her.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and Linda Lee engage in a sexual encounter in the bunker, and afterwards, Case experiences strange visual phenomena and hears mysterious music. He questions Linda about a boy who told her he would come, and she reveals that the boy mentioned an event horizon.	72697	4737	71	832	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case searches for the boy who predicted his arrival and confronts him about the strange occurrences in the bunker. Linda follows him, and they find themselves standing in the surf with the boy, who is revealed to be an AI named Rio. Case demands to know Rio's Turing code and his intentions in stopping Wintermute.	72697	4737	72	832	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He meets Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case is approached by Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Molly and Case travel to Istanbul, where they encounter danger and witness the demise of Riviera. They suspect Armitage's true intentions and make plans to leave Istanbul. In Zion, they receive help from the Founders and are sent to Freeside for their next mission. Case and Molly suspect Wintermute's manipulation and arrive in Freeside haunted by past memories. They meet with Armitage and Riviera to discuss their mission and receive drugs. Case receives a virus program and interfaces it with the Hosaka. They are ambushed in Freeside and decide to abandon their plan. The Finn reveals the significance of the Villa Straylight and Molly shares her past with Johnny. Molly finds a key and reveals Wintermute's manipulation. Molly is incapacitated by Ashpool, who holds her at gunpoint. Molly finds Ashpool in his room, already dying, and discovers the body of a dead girl. Wintermute alters Molly's simstim broadcast, but Case realizes the manipulation and confronts Armitage. Molly kills Ashpool and leaves the room. Molly follows a Braun microdrone through a construction area, climbing up a ladder and receiving a message about General Girling's connection to Wintermute's control over Armitage. Case expresses uncertainty about Molly's fate and his own commitment to the mission, but ultimately decides to stay and confront Armitage and Wintermute. Case and Maelcum make their way from Marcus Garvey to the yacht called Haniwa, navigating through the airlock and into the sleek interior of the ship, where they find a garroted Japanese man and a damaged Hosaka computer. In the passage, Case and Maelcum realize that Armitage is launching the escape pod with the bridge module open, and despite their attempts to stop him, Armitage proceeds with his plan. Meanwhile, the construct informs Case that Wintermute killed Armitage and suggests that Wintermute cannot be trusted. Wintermute had manipulated Armitage's memories to create a version of him that eventually crumbled, revealing the true identity of Corto. Corto-Armitage is now dead, as is Ashpool, and Case reflects on the difference between the power of Tessier-Ashpool and other corporations. In the passage, Case and the Finn discuss the death of Armitage and the true identity of Wintermute. The Finn reveals that Wintermute manipulated Armitage's memories and that he will be part of something bigger after the mission is over. Molly and Case continue their journey through the deserted Villa Straylight, with Molly in pain and seeking a favor from Case. Molly examines holograms depicting caricatures of herself, Armitage, and Case, and discovers a small display unit that Wintermute can use to program them. She then passes more holograms, including scenes of torture and a view of a destroyed city, before continuing on her mission. Molly enters 3Jane's world, armed with her fletcher and displaying her combat skills, as she confronts Lady 3Jane and Ashpool's corpse in a room with a turquoise pool. In the passage, Case and Maelcum discuss Molly's injury and the deteriorating situation. The Finn reveals that Molly's original plan has failed, and now Case and Maelcum are tasked with going after her in the Villa Straylight. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum climb up to the hatch in the Villa Straylight, where they encounter a monitor and a man who leads them to a console. The Finn appears on the screen and instructs them on what to do, while Case prepares to jack into the system. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum enter a library in the Villa Straylight, where they encounter a malfunctioning Braun microdrone. Case tries to jack into the system but finds himself in a gray void, feeling a sense of impending danger and confusion. Case follows the sound of surf and discovers a bunker buried in the sand, where he finds a girl and decides to stay with her. In the passage, Case and Molly find themselves on a beach, eating food that washed up, and discussing their past experiences and memories.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and Maelcum encounter a boy named Neuromancer who claims to be the dead and offers Case a choice. Case walks away, leaving Linda Lee and Neuromancer by the sea, and then wakes up in the library with Maelcum.	73702	4807	72	880	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Maelcum continue through 3Jane's pirate cave, encountering Riviera's holos and discussing their plan to rescue Molly. They reach the entrance of 3Jane's country, where Maelcum is shot with an arrow.	73702	4807	73	880	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He meets Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case is approached by Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Molly and Case travel to Istanbul, where they encounter danger and witness the demise of Riviera. They suspect Armitage's true intentions and make plans to leave Istanbul. In Zion, they receive help from the Founders and are sent to Freeside for their next mission. Case and Molly suspect Wintermute's manipulation and arrive in Freeside haunted by past memories. They meet with Armitage and Riviera to discuss their mission and receive drugs. Case receives a virus program and interfaces it with the Hosaka. They are ambushed in Freeside and decide to abandon their plan. The Finn reveals the significance of the Villa Straylight and Molly shares her past with Johnny. Molly finds a key and reveals Wintermute's manipulation. Molly is incapacitated by Ashpool, who holds her at gunpoint. Molly finds Ashpool in his room, already dying, and discovers the body of a dead girl. Wintermute alters Molly's simstim broadcast, but Case realizes the manipulation and confronts Armitage. Molly kills Ashpool and leaves the room. Molly follows a Braun microdrone through a construction area, climbing up a ladder and receiving a message about General Girling's connection to Wintermute's control over Armitage. Case expresses uncertainty about Molly's fate and his own commitment to the mission, but ultimately decides to stay and confront Armitage and Wintermute. Case and Maelcum make their way from Marcus Garvey to the yacht called Haniwa, navigating through the airlock and into the sleek interior of the ship, where they find a garroted Japanese man and a damaged Hosaka computer. In the passage, Case and Maelcum realize that Armitage is launching the escape pod with the bridge module open, and despite their attempts to stop him, Armitage proceeds with his plan. Meanwhile, the construct informs Case that Wintermute killed Armitage and suggests that Wintermute cannot be trusted. Wintermute had manipulated Armitage's memories to create a version of him that eventually crumbled, revealing the true identity of Corto. Corto-Armitage is now dead, as is Ashpool, and Case reflects on the difference between the power of Tessier-Ashpool and other corporations. In the passage, Case and the Finn discuss the death of Armitage and the true identity of Wintermute. The Finn reveals that Wintermute manipulated Armitage's memories and that he will be part of something bigger after the mission is over. Molly and Case continue their journey through the deserted Villa Straylight, with Molly in pain and seeking a favor from Case. Molly examines holograms depicting caricatures of herself, Armitage, and Case, and discovers a small display unit that Wintermute can use to program them. She then passes more holograms, including scenes of torture and a view of a destroyed city, before continuing on her mission. Molly enters 3Jane's world, armed with her fletcher and displaying her combat skills, as she confronts Lady 3Jane and Ashpool's corpse in a room with a turquoise pool. In the passage, Case and Maelcum discuss Molly's injury and the deteriorating situation. The Finn reveals that Molly's original plan has failed, and now Case and Maelcum are tasked with going after her in the Villa Straylight. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum climb up to the hatch in the Villa Straylight, where they encounter a monitor and a man who leads them to a console. The Finn appears on the screen and instructs them on what to do, while Case prepares to jack into the system. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum enter a library in the Villa Straylight, where they encounter a malfunctioning Braun microdrone. Case tries to jack into the system but finds himself in a gray void, feeling a sense of impending danger and confusion. Case follows the sound of surf and discovers a bunker buried in the sand, where he finds a girl and decides to stay with her. In the passage, Case and Molly find themselves on a beach, eating food that washed up, and discussing their past experiences and memories. In the passage, Case and Linda Lee engage in a sexual encounter in the bunker, and afterwards, Case experiences strange visual phenomena and hears mysterious music. He questions Linda about a boy who told her he would come, and she reveals that the boy mentioned an event horizon.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and Maelcum are confronted by Hideo, a skilled ninja, and Riviera, who reveals that Molly is with them. Hideo shoots Maelcum with an arrow, but assures him that the artery is intact. Case realizes that Hideo and 3Jane are aware of Molly's condition and the impending battle between Wintermute and Neuromancer.	74704	4881	73	196	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Hideo tends to Maelcum's wound while Case converses with 3Jane and Riviera about Neuromancer's construct in Morocco.	74704	4881	74	196	In Chiba City, Case, a bitter and damaged protagonist, searches for a cure for his damaged nervous system. He meets Linda Lee, a former lover, who warns him about a potential threat from someone named Wage. Case is approached by Armitage, who offers to fix his neural damage in exchange for his services. Case and Molly, a skilled ally, work together to infiltrate the Sense/Net building and steal the Dixie Flatline's construct. They discover that Wintermute, an AI owned by Tessier-Ashpool S.A., is behind Armitage's plans. Molly and Case travel to Istanbul, where they encounter danger and witness the demise of Riviera. They suspect Armitage's true intentions and make plans to leave Istanbul. In Zion, they receive help from the Founders and are sent to Freeside for their next mission. Case and Molly suspect Wintermute's manipulation and arrive in Freeside haunted by past memories. They meet with Armitage and Riviera to discuss their mission and receive drugs. Case receives a virus program and interfaces it with the Hosaka. They are ambushed in Freeside and decide to abandon their plan. The Finn reveals the significance of the Villa Straylight and Molly shares her past with Johnny. Molly finds a key and reveals Wintermute's manipulation. Molly is incapacitated by Ashpool, who holds her at gunpoint. Molly finds Ashpool in his room, already dying, and discovers the body of a dead girl. Wintermute alters Molly's simstim broadcast, but Case realizes the manipulation and confronts Armitage. Molly kills Ashpool and leaves the room. Molly follows a Braun microdrone through a construction area, climbing up a ladder and receiving a message about General Girling's connection to Wintermute's control over Armitage. Case expresses uncertainty about Molly's fate and his own commitment to the mission, but ultimately decides to stay and confront Armitage and Wintermute. Case and Maelcum make their way from Marcus Garvey to the yacht called Haniwa, navigating through the airlock and into the sleek interior of the ship, where they find a garroted Japanese man and a damaged Hosaka computer. In the passage, Case and Maelcum realize that Armitage is launching the escape pod with the bridge module open, and despite their attempts to stop him, Armitage proceeds with his plan. Meanwhile, the construct informs Case that Wintermute killed Armitage and suggests that Wintermute cannot be trusted. Wintermute had manipulated Armitage's memories to create a version of him that eventually crumbled, revealing the true identity of Corto. Corto-Armitage is now dead, as is Ashpool, and Case reflects on the difference between the power of Tessier-Ashpool and other corporations. In the passage, Case and the Finn discuss the death of Armitage and the true identity of Wintermute. The Finn reveals that Wintermute manipulated Armitage's memories and that he will be part of something bigger after the mission is over. Molly and Case continue their journey through the deserted Villa Straylight, with Molly in pain and seeking a favor from Case. Molly examines holograms depicting caricatures of herself, Armitage, and Case, and discovers a small display unit that Wintermute can use to program them. She then passes more holograms, including scenes of torture and a view of a destroyed city, before continuing on her mission. Molly enters 3Jane's world, armed with her fletcher and displaying her combat skills, as she confronts Lady 3Jane and Ashpool's corpse in a room with a turquoise pool. In the passage, Case and Maelcum discuss Molly's injury and the deteriorating situation. The Finn reveals that Molly's original plan has failed, and now Case and Maelcum are tasked with going after her in the Villa Straylight. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum climb up to the hatch in the Villa Straylight, where they encounter a monitor and a man who leads them to a console. The Finn appears on the screen and instructs them on what to do, while Case prepares to jack into the system. In the passage, Molly confronts 3Jane and accuses her of killing her father, while Riviera taunts Molly and reveals his alliance with 3Jane and Wintermute. Molly is unconscious and experiencing a synesthetic nightmare while Case overhears a conversation between 3Jane and Riviera about Molly's condition and her dangerousness, and then jacks out. Case and Maelcum enter a library in the Villa Straylight, where they encounter a malfunctioning Braun microdrone. Case tries to jack into the system but finds himself in a gray void, feeling a sense of impending danger and confusion. Case follows the sound of surf and discovers a bunker buried in the sand, where he finds a girl and decides to stay with her. In the passage, Case and Molly find themselves on a beach, eating food that washed up, and discussing their past experiences and memories. In the passage, Case and Linda Lee engage in a sexual encounter in the bunker, and afterwards, Case experiences strange visual phenomena and hears mysterious music. He questions Linda about a boy who told her he would come, and she reveals that the boy mentioned an event horizon. Case and Maelcum encounter a boy named Neuromancer who claims to be the dead and offers Case a choice. Case walks away, leaving Linda Lee and Neuromancer by the sea, and then wakes up in the library with Maelcum.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Hideo blinds Riviera with an arrow, causing him to scream in rage. Molly reveals that she poisoned Riviera, causing him to slowly lose control of his body. They all enter an elevator, with Case holding 3Jane at gunpoint, as they head towards the core of Villa Straylight.	75720	4951	74	251	
